160630 13:52:40	 1862 Connect	root@localhost as anonymous on opencart
		 1878 Query	SELECT * FROM oc_length_class mc LEFT JOIN oc_length_class_description mcd ON (mc.length_class_id = mcd.length_class_id) WHERE mcd.language_id = '1'
		 1878 Query	DELETE FROM oc_cart WHERE customer_id = '0' AND date_added < DATE_SUB(NOW(), INTERVAL 1 HOUR)
		 1878 Query	UPDATE oc_cart SET session_id = 'mvqpkhrcuc3ae8jf0plvrcriu7' WHERE customer_id = '1'
160630 13:54:32	 1878 Query	SELECT * FROM oc_cart WHERE customer_id = '0' AND session_id = 'mvqpkhrcuc3ae8jf0plvrcriu7'
		 1878 Query	SELECT * FROM oc_extension WHERE `type` = 'openbay'
		 1878 Query	SELECT * FROM `oc_event` WHERE `trigger` LIKE 'catalog/%' ORDER BY `event_id` ASC
		 1878 Query	SELECT * FROM oc_country WHERE country_id = '81' AND status = '1'
		 1878 Quit	
160630 13:54:51	 1879 Connect	root@localhost as anonymous on opencart
		 1879 Query	SET NAMES utf8
		 1879 Query	SET SQL_MODE = ''
		 1879 Query	SELECT * FROM oc_extension WHERE `type` = 'openbay'
		 1879 Query	SELECT * FROM oc_store WHERE REPLACE(`url`, 'www.', '') = 'http://localhost/OpencartStore/'
		 1879 Query	SELECT * FROM `oc_setting` WHERE store_id = '0' OR store_id = '0' ORDER BY store_id ASC
		 1879 Query	SELECT * FROM oc_customer WHERE customer_id = '1' AND status = '1'
		 1879 Query	UPDATE oc_customer SET ip = '127.0.0.1' WHERE customer_id = '1'
		 1879 Query	SELECT * FROM oc_customer_ip WHERE customer_id = '1' AND ip = '127.0.0.1'
		 1879 Query	SELECT * FROM oc_currency
		 1879 Query	SELECT tr1.tax_class_id, tr2.tax_rate_id, tr2.name, tr2.rate, tr2.type, tr1.priority FROM oc_tax_rule tr1 LEFT JOIN oc_tax_rate tr2 ON (tr1.tax_rate_id = tr2.tax_rate_id) INNER JOIN oc_tax_rate_to_customer_group tr2cg ON (tr2.tax_rate_id = tr2cg.tax_rate_id) LEFT JOIN oc_zone_to_geo_zone z2gz ON (tr2.geo_zone_id = z2gz.geo_zone_id) LEFT JOIN oc_geo_zone gz ON (tr2.geo_zone_id = gz.geo_zone_id) WHERE tr1.based = 'shipping' AND tr2cg.customer_group_id = '1' AND z2gz.country_id = '81' AND (z2gz.zone_id = '0' OR z2gz.zone_id = '1256') ORDER BY tr1.priority ASC
		 1879 Query	SELECT tr1.tax_class_id, tr2.tax_rate_id, tr2.name, tr2.rate, tr2.type, tr1.priority FROM oc_tax_rule tr1 LEFT JOIN oc_tax_rate tr2 ON (tr1.tax_rate_id = tr2.tax_rate_id) INNER JOIN oc_tax_rate_to_customer_group tr2cg ON (tr2.tax_rate_id = tr2cg.tax_rate_id) LEFT JOIN oc_zone_to_geo_zone z2gz ON (tr2.geo_zone_id = z2gz.geo_zone_id) LEFT JOIN oc_geo_zone gz ON (tr2.geo_zone_id = gz.geo_zone_id) WHERE tr1.based = 'payment' AND tr2cg.customer_group_id = '1' AND z2gz.country_id = '81' AND (z2gz.zone_id = '0' OR z2gz.zone_id = '1256') ORDER BY tr1.priority ASC
		 1879 Query	SELECT tr1.tax_class_id, tr2.tax_rate_id, tr2.name, tr2.rate, tr2.type, tr1.priority FROM oc_tax_rule tr1 LEFT JOIN oc_tax_rate tr2 ON (tr1.tax_rate_id = tr2.tax_rate_id) INNER JOIN oc_tax_rate_to_customer_group tr2cg ON (tr2.tax_rate_id = tr2cg.tax_rate_id) LEFT JOIN oc_zone_to_geo_zone z2gz ON (tr2.geo_zone_id = z2gz.geo_zone_id) LEFT JOIN oc_geo_zone gz ON (tr2.geo_zone_id = gz.geo_zone_id) WHERE tr1.based = 'store' AND tr2cg.customer_group_id = '1' AND z2gz.country_id = '222' AND (z2gz.zone_id = '0' OR z2gz.zone_id = '3563') ORDER BY tr1.priority ASC
		 1879 Query	SELECT * FROM oc_weight_class wc LEFT JOIN oc_weight_class_description wcd ON (wc.weight_class_id = wcd.weight_class_id) WHERE wcd.language_id = '1'
		 1879 Query	SELECT * FROM oc_length_class mc LEFT JOIN oc_length_class_description mcd ON (mc.length_class_id = mcd.length_class_id) WHERE mcd.language_id = '1'
		 1879 Query	DELETE FROM oc_cart WHERE customer_id = '0' AND date_added < DATE_SUB(NOW(), INTERVAL 1 HOUR)
		 1879 Query	UPDATE oc_cart SET session_id = 'mvqpkhrcuc3ae8jf0plvrcriu7' WHERE customer_id = '1'
		 1879 Query	SELECT * FROM oc_cart WHERE customer_id = '0' AND session_id = 'mvqpkhrcuc3ae8jf0plvrcriu7'
		 1879 Query	SELECT * FROM oc_extension WHERE `type` = 'openbay'
		 1879 Query	SELECT * FROM `oc_event` WHERE `trigger` LIKE 'catalog/%' ORDER BY `event_id` ASC
		 1879 Query	SELECT * FROM oc_cart WHERE customer_id = '1' AND session_id = 'mvqpkhrcuc3ae8jf0plvrcriu7'
		 1879 Query	SELECT * FROM oc_product_to_store p2s LEFT JOIN oc_product p ON (p2s.product_id = p.product_id) LEFT JOIN oc_product_description pd ON (p.product_id = pd.product_id) WHERE p2s.store_id = '0' AND p2s.product_id = '50' AND pd.language_id = '1' AND p.date_available <= NOW() AND p.status = '1'
		 1879 Query	SELECT price FROM oc_product_discount WHERE product_id = '50' AND customer_group_id = '1' AND quantity <= '1' AND ((date_start = '0000-00-00' OR date_start < NOW()) AND (date_end = '0000-00-00' OR date_end > NOW())) ORDER BY quantity DESC, priority ASC, price ASC LIMIT 1
		 1879 Query	SELECT price FROM oc_product_special WHERE product_id = '50' AND customer_group_id = '1' AND ((date_start = '0000-00-00' OR date_start < NOW()) AND (date_end = '0000-00-00' OR date_end > NOW())) ORDER BY priority ASC, price ASC LIMIT 1
		 1879 Query	SELECT points FROM oc_product_reward WHERE product_id = '50' AND customer_group_id = '1'
		 1879 Query	SELECT * FROM oc_product_to_download p2d LEFT JOIN oc_download d ON (p2d.download_id = d.download_id) LEFT JOIN oc_download_description dd ON (d.download_id = dd.download_id) WHERE p2d.product_id = '50' AND dd.language_id = '1'
		 1879 Query	SELECT * FROM oc_recurring r LEFT JOIN oc_product_recurring pr ON (r.recurring_id = pr.recurring_id) LEFT JOIN oc_recurring_description rd ON (r.recurring_id = rd.recurring_id) WHERE r.recurring_id = '0' AND pr.product_id = '50' AND rd.language_id = 1 AND r.status = 1 AND pr.customer_group_id = '1'
		 1879 Query	SELECT * FROM oc_cart WHERE customer_id = '1' AND session_id = 'mvqpkhrcuc3ae8jf0plvrcriu7'
		 1879 Query	SELECT * FROM oc_product_to_store p2s LEFT JOIN oc_product p ON (p2s.product_id = p.product_id) LEFT JOIN oc_product_description pd ON (p.product_id = pd.product_id) WHERE p2s.store_id = '0' AND p2s.product_id = '50' AND pd.language_id = '1' AND p.date_available <= NOW() AND p.status = '1'
		 1879 Query	SELECT price FROM oc_product_discount WHERE product_id = '50' AND customer_group_id = '1' AND quantity <= '1' AND ((date_start = '0000-00-00' OR date_start < NOW()) AND (date_end = '0000-00-00' OR date_end > NOW())) ORDER BY quantity DESC, priority ASC, price ASC LIMIT 1
		 1879 Query	SELECT price FROM oc_product_special WHERE product_id = '50' AND customer_group_id = '1' AND ((date_start = '0000-00-00' OR date_start < NOW()) AND (date_end = '0000-00-00' OR date_end > NOW())) ORDER BY priority ASC, price ASC LIMIT 1
		 1879 Query	SELECT points FROM oc_product_reward WHERE product_id = '50' AND customer_group_id = '1'
		 1879 Query	SELECT * FROM oc_product_to_download p2d LEFT JOIN oc_download d ON (p2d.download_id = d.download_id) LEFT JOIN oc_download_description dd ON (d.download_id = dd.download_id) WHERE p2d.product_id = '50' AND dd.language_id = '1'
		 1879 Query	SELECT * FROM oc_recurring r LEFT JOIN oc_product_recurring pr ON (r.recurring_id = pr.recurring_id) LEFT JOIN oc_recurring_description rd ON (r.recurring_id = rd.recurring_id) WHERE r.recurring_id = '0' AND pr.product_id = '50' AND rd.language_id = 1 AND r.status = 1 AND pr.customer_group_id = '1'
		 1879 Query	SELECT * FROM oc_cart WHERE customer_id = '1' AND session_id = 'mvqpkhrcuc3ae8jf0plvrcriu7'
		 1879 Query	SELECT * FROM oc_product_to_store p2s LEFT JOIN oc_product p ON (p2s.product_id = p.product_id) LEFT JOIN oc_product_description pd ON (p.product_id = pd.product_id) WHERE p2s.store_id = '0' AND p2s.product_id = '50' AND pd.language_id = '1' AND p.date_available <= NOW() AND p.status = '1'
		 1879 Query	SELECT price FROM oc_product_discount WHERE product_id = '50' AND customer_group_id = '1' AND quantity <= '1' AND ((date_start = '0000-00-00' OR date_start < NOW()) AND (date_end = '0000-00-00' OR date_end > NOW())) ORDER BY quantity DESC, priority ASC, price ASC LIMIT 1
		 1879 Query	SELECT price FROM oc_product_special WHERE product_id = '50' AND customer_group_id = '1' AND ((date_start = '0000-00-00' OR date_start < NOW()) AND (date_end = '0000-00-00' OR date_end > NOW())) ORDER BY priority ASC, price ASC LIMIT 1
		 1879 Query	SELECT points FROM oc_product_reward WHERE product_id = '50' AND customer_group_id = '1'
		 1879 Query	SELECT * FROM oc_product_to_download p2d LEFT JOIN oc_download d ON (p2d.download_id = d.download_id) LEFT JOIN oc_download_description dd ON (d.download_id = dd.download_id) WHERE p2d.product_id = '50' AND dd.language_id = '1'
		 1879 Query	SELECT * FROM oc_recurring r LEFT JOIN oc_product_recurring pr ON (r.recurring_id = pr.recurring_id) LEFT JOIN oc_recurring_description rd ON (r.recurring_id = rd.recurring_id) WHERE r.recurring_id = '0' AND pr.product_id = '50' AND rd.language_id = 1 AND r.status = 1 AND pr.customer_group_id = '1'
		 1879 Query	SELECT * FROM oc_cart WHERE customer_id = '1' AND session_id = 'mvqpkhrcuc3ae8jf0plvrcriu7'
		 1879 Query	SELECT * FROM oc_product_to_store p2s LEFT JOIN oc_product p ON (p2s.product_id = p.product_id) LEFT JOIN oc_product_description pd ON (p.product_id = pd.product_id) WHERE p2s.store_id = '0' AND p2s.product_id = '50' AND pd.language_id = '1' AND p.date_available <= NOW() AND p.status = '1'
		 1879 Query	SELECT price FROM oc_product_discount WHERE product_id = '50' AND customer_group_id = '1' AND quantity <= '1' AND ((date_start = '0000-00-00' OR date_start < NOW()) AND (date_end = '0000-00-00' OR date_end > NOW())) ORDER BY quantity DESC, priority ASC, price ASC LIMIT 1
		 1879 Query	SELECT price FROM oc_product_special WHERE product_id = '50' AND customer_group_id = '1' AND ((date_start = '0000-00-00' OR date_start < NOW()) AND (date_end = '0000-00-00' OR date_end > NOW())) ORDER BY priority ASC, price ASC LIMIT 1
		 1879 Query	SELECT points FROM oc_product_reward WHERE product_id = '50' AND customer_group_id = '1'
		 1879 Query	SELECT * FROM oc_product_to_download p2d LEFT JOIN oc_download d ON (p2d.download_id = d.download_id) LEFT JOIN oc_download_description dd ON (d.download_id = dd.download_id) WHERE p2d.product_id = '50' AND dd.language_id = '1'
		 1879 Query	SELECT * FROM oc_recurring r LEFT JOIN oc_product_recurring pr ON (r.recurring_id = pr.recurring_id) LEFT JOIN oc_recurring_description rd ON (r.recurring_id = rd.recurring_id) WHERE r.recurring_id = '0' AND pr.product_id = '50' AND rd.language_id = 1 AND r.status = 1 AND pr.customer_group_id = '1'
		 1879 Query	SELECT * FROM oc_address WHERE customer_id = '1'
		 1879 Query	SELECT * FROM `oc_country` WHERE country_id = '223'
		 1879 Query	SELECT * FROM `oc_zone` WHERE zone_id = '3624'
		 1879 Query	SELECT * FROM `oc_country` WHERE country_id = '81'
		 1879 Query	SELECT * FROM `oc_zone` WHERE zone_id = '1256'
		 1879 Query	SELECT DISTINCT * FROM oc_address WHERE address_id = '3' AND customer_id = '1'
		 1879 Query	SELECT * FROM `oc_country` WHERE country_id = '81'
		 1879 Query	SELECT * FROM `oc_zone` WHERE zone_id = '1256'
		 1879 Quit	
		 1880 Connect	root@localhost as anonymous on opencart
		 1880 Query	SET NAMES utf8
		 1880 Query	SET SQL_MODE = ''
		 1881 Connect	root@localhost as anonymous on opencart
		 1881 Query	SET NAMES utf8
		 1881 Query	SET SQL_MODE = ''
		 1880 Query	SELECT * FROM oc_extension WHERE `type` = 'openbay'
		 1880 Query	SELECT * FROM oc_store WHERE REPLACE(`url`, 'www.', '') = 'http://localhost/OpencartStore/'
		 1880 Query	SELECT * FROM `oc_setting` WHERE store_id = '0' OR store_id = '0' ORDER BY store_id ASC
		 1880 Query	SELECT * FROM oc_customer WHERE customer_id = '1' AND status = '1'
		 1880 Query	UPDATE oc_customer SET ip = '127.0.0.1' WHERE customer_id = '1'
		 1880 Query	SELECT * FROM oc_customer_ip WHERE customer_id = '1' AND ip = '127.0.0.1'
		 1880 Query	SELECT * FROM oc_currency
		 1880 Query	SELECT tr1.tax_class_id, tr2.tax_rate_id, tr2.name, tr2.rate, tr2.type, tr1.priority FROM oc_tax_rule tr1 LEFT JOIN oc_tax_rate tr2 ON (tr1.tax_rate_id = tr2.tax_rate_id) INNER JOIN oc_tax_rate_to_customer_group tr2cg ON (tr2.tax_rate_id = tr2cg.tax_rate_id) LEFT JOIN oc_zone_to_geo_zone z2gz ON (tr2.geo_zone_id = z2gz.geo_zone_id) LEFT JOIN oc_geo_zone gz ON (tr2.geo_zone_id = gz.geo_zone_id) WHERE tr1.based = 'shipping' AND tr2cg.customer_group_id = '1' AND z2gz.country_id = '81' AND (z2gz.zone_id = '0' OR z2gz.zone_id = '1256') ORDER BY tr1.priority ASC
		 1880 Query	SELECT tr1.tax_class_id, tr2.tax_rate_id, tr2.name, tr2.rate, tr2.type, tr1.priority FROM oc_tax_rule tr1 LEFT JOIN oc_tax_rate tr2 ON (tr1.tax_rate_id = tr2.tax_rate_id) INNER JOIN oc_tax_rate_to_customer_group tr2cg ON (tr2.tax_rate_id = tr2cg.tax_rate_id) LEFT JOIN oc_zone_to_geo_zone z2gz ON (tr2.geo_zone_id = z2gz.geo_zone_id) LEFT JOIN oc_geo_zone gz ON (tr2.geo_zone_id = gz.geo_zone_id) WHERE tr1.based = 'payment' AND tr2cg.customer_group_id = '1' AND z2gz.country_id = '81' AND (z2gz.zone_id = '0' OR z2gz.zone_id = '1256') ORDER BY tr1.priority ASC
		 1880 Query	SELECT tr1.tax_class_id, tr2.tax_rate_id, tr2.name, tr2.rate, tr2.type, tr1.priority FROM oc_tax_rule tr1 LEFT JOIN oc_tax_rate tr2 ON (tr1.tax_rate_id = tr2.tax_rate_id) INNER JOIN oc_tax_rate_to_customer_group tr2cg ON (tr2.tax_rate_id = tr2cg.tax_rate_id) LEFT JOIN oc_zone_to_geo_zone z2gz ON (tr2.geo_zone_id = z2gz.geo_zone_id) LEFT JOIN oc_geo_zone gz ON (tr2.geo_zone_id = gz.geo_zone_id) WHERE tr1.based = 'store' AND tr2cg.customer_group_id = '1' AND z2gz.country_id = '222' AND (z2gz.zone_id = '0' OR z2gz.zone_id = '3563') ORDER BY tr1.priority ASC
		 1880 Query	SELECT * FROM oc_weight_class wc LEFT JOIN oc_weight_class_description wcd ON (wc.weight_class_id = wcd.weight_class_id) WHERE wcd.language_id = '1'
		 1880 Query	SELECT * FROM oc_length_class mc LEFT JOIN oc_length_class_description mcd ON (mc.length_class_id = mcd.length_class_id) WHERE mcd.language_id = '1'
		 1880 Query	DELETE FROM oc_cart WHERE customer_id = '0' AND date_added < DATE_SUB(NOW(), INTERVAL 1 HOUR)
		 1880 Query	UPDATE oc_cart SET session_id = 'mvqpkhrcuc3ae8jf0plvrcriu7' WHERE customer_id = '1'
160630 13:54:52	 1880 Query	SELECT * FROM oc_cart WHERE customer_id = '0' AND session_id = 'mvqpkhrcuc3ae8jf0plvrcriu7'
		 1880 Query	SELECT * FROM oc_extension WHERE `type` = 'openbay'
		 1880 Query	SELECT * FROM `oc_event` WHERE `trigger` LIKE 'catalog/%' ORDER BY `event_id` ASC
		 1880 Query	SELECT * FROM oc_extension WHERE `type` = 'shipping'
		 1880 Query	SELECT * FROM oc_zone_to_geo_zone WHERE geo_zone_id = '0' AND country_id = '81' AND (zone_id = '1256' OR zone_id = '0')
		 1880 Quit	
		 1881 Query	SELECT * FROM oc_extension WHERE `type` = 'openbay'
		 1881 Query	SELECT * FROM oc_store WHERE REPLACE(`url`, 'www.', '') = 'http://localhost/OpencartStore/'
		 1881 Query	SELECT * FROM `oc_setting` WHERE store_id = '0' OR store_id = '0' ORDER BY store_id ASC
		 1881 Query	SELECT * FROM oc_customer WHERE customer_id = '1' AND status = '1'
		 1881 Query	UPDATE oc_customer SET ip = '127.0.0.1' WHERE customer_id = '1'
		 1881 Query	SELECT * FROM oc_customer_ip WHERE customer_id = '1' AND ip = '127.0.0.1'
		 1881 Query	SELECT * FROM oc_currency
		 1881 Query	SELECT tr1.tax_class_id, tr2.tax_rate_id, tr2.name, tr2.rate, tr2.type, tr1.priority FROM oc_tax_rule tr1 LEFT JOIN oc_tax_rate tr2 ON (tr1.tax_rate_id = tr2.tax_rate_id) INNER JOIN oc_tax_rate_to_customer_group tr2cg ON (tr2.tax_rate_id = tr2cg.tax_rate_id) LEFT JOIN oc_zone_to_geo_zone z2gz ON (tr2.geo_zone_id = z2gz.geo_zone_id) LEFT JOIN oc_geo_zone gz ON (tr2.geo_zone_id = gz.geo_zone_id) WHERE tr1.based = 'shipping' AND tr2cg.customer_group_id = '1' AND z2gz.country_id = '81' AND (z2gz.zone_id = '0' OR z2gz.zone_id = '1256') ORDER BY tr1.priority ASC
		 1881 Query	SELECT tr1.tax_class_id, tr2.tax_rate_id, tr2.name, tr2.rate, tr2.type, tr1.priority FROM oc_tax_rule tr1 LEFT JOIN oc_tax_rate tr2 ON (tr1.tax_rate_id = tr2.tax_rate_id) INNER JOIN oc_tax_rate_to_customer_group tr2cg ON (tr2.tax_rate_id = tr2cg.tax_rate_id) LEFT JOIN oc_zone_to_geo_zone z2gz ON (tr2.geo_zone_id = z2gz.geo_zone_id) LEFT JOIN oc_geo_zone gz ON (tr2.geo_zone_id = gz.geo_zone_id) WHERE tr1.based = 'payment' AND tr2cg.customer_group_id = '1' AND z2gz.country_id = '81' AND (z2gz.zone_id = '0' OR z2gz.zone_id = '1256') ORDER BY tr1.priority ASC
		 1881 Query	SELECT tr1.tax_class_id, tr2.tax_rate_id, tr2.name, tr2.rate, tr2.type, tr1.priority FROM oc_tax_rule tr1 LEFT JOIN oc_tax_rate tr2 ON (tr1.tax_rate_id = tr2.tax_rate_id) INNER JOIN oc_tax_rate_to_customer_group tr2cg ON (tr2.tax_rate_id = tr2cg.tax_rate_id) LEFT JOIN oc_zone_to_geo_zone z2gz ON (tr2.geo_zone_id = z2gz.geo_zone_id) LEFT JOIN oc_geo_zone gz ON (tr2.geo_zone_id = gz.geo_zone_id) WHERE tr1.based = 'store' AND tr2cg.customer_group_id = '1' AND z2gz.country_id = '222' AND (z2gz.zone_id = '0' OR z2gz.zone_id = '3563') ORDER BY tr1.priority ASC
		 1881 Query	SELECT * FROM oc_weight_class wc LEFT JOIN oc_weight_class_description wcd ON (wc.weight_class_id = wcd.weight_class_id) WHERE wcd.language_id = '1'
		 1881 Query	SELECT * FROM oc_length_class mc LEFT JOIN oc_length_class_description mcd ON (mc.length_class_id = mcd.length_class_id) WHERE mcd.language_id = '1'
		 1881 Query	DELETE FROM oc_cart WHERE customer_id = '0' AND date_added < DATE_SUB(NOW(), INTERVAL 1 HOUR)
		 1881 Query	UPDATE oc_cart SET session_id = 'mvqpkhrcuc3ae8jf0plvrcriu7' WHERE customer_id = '1'
		 1882 Connect	root@localhost as anonymous on opencart
		 1882 Query	SET NAMES utf8
		 1882 Query	SET SQL_MODE = ''
		 1881 Query	SELECT * FROM oc_cart WHERE customer_id = '0' AND session_id = 'mvqpkhrcuc3ae8jf0plvrcriu7'
		 1881 Query	SELECT * FROM oc_extension WHERE `type` = 'openbay'
		 1881 Query	SELECT * FROM `oc_event` WHERE `trigger` LIKE 'catalog/%' ORDER BY `event_id` ASC
		 1881 Query	SELECT * FROM oc_address WHERE customer_id = '1'
		 1881 Query	SELECT * FROM `oc_country` WHERE country_id = '223'
		 1881 Query	SELECT * FROM `oc_zone` WHERE zone_id = '3624'
		 1881 Query	SELECT * FROM `oc_country` WHERE country_id = '81'
		 1881 Query	SELECT * FROM `oc_zone` WHERE zone_id = '1256'
		 1881 Query	SELECT * FROM `oc_custom_field_customer_group` cfcg LEFT JOIN `oc_custom_field` cf ON (cfcg.custom_field_id = cf.custom_field_id) LEFT JOIN `oc_custom_field_description` cfd ON (cf.custom_field_id = cfd.custom_field_id) WHERE cf.status = '1' AND cfd.language_id = '1' AND cfcg.customer_group_id = '1' ORDER BY cf.sort_order ASC
		 1881 Quit	
		 1882 Query	SELECT * FROM oc_extension WHERE `type` = 'openbay'
		 1882 Query	SELECT * FROM oc_store WHERE REPLACE(`url`, 'www.', '') = 'http://localhost/OpencartStore/'
		 1882 Query	SELECT * FROM `oc_setting` WHERE store_id = '0' OR store_id = '0' ORDER BY store_id ASC
		 1882 Query	SELECT * FROM oc_customer WHERE customer_id = '1' AND status = '1'
		 1882 Query	UPDATE oc_customer SET ip = '127.0.0.1' WHERE customer_id = '1'
		 1882 Query	SELECT * FROM oc_customer_ip WHERE customer_id = '1' AND ip = '127.0.0.1'
		 1882 Query	SELECT * FROM oc_currency
		 1882 Query	SELECT tr1.tax_class_id, tr2.tax_rate_id, tr2.name, tr2.rate, tr2.type, tr1.priority FROM oc_tax_rule tr1 LEFT JOIN oc_tax_rate tr2 ON (tr1.tax_rate_id = tr2.tax_rate_id) INNER JOIN oc_tax_rate_to_customer_group tr2cg ON (tr2.tax_rate_id = tr2cg.tax_rate_id) LEFT JOIN oc_zone_to_geo_zone z2gz ON (tr2.geo_zone_id = z2gz.geo_zone_id) LEFT JOIN oc_geo_zone gz ON (tr2.geo_zone_id = gz.geo_zone_id) WHERE tr1.based = 'shipping' AND tr2cg.customer_group_id = '1' AND z2gz.country_id = '81' AND (z2gz.zone_id = '0' OR z2gz.zone_id = '1256') ORDER BY tr1.priority ASC
		 1882 Query	SELECT tr1.tax_class_id, tr2.tax_rate_id, tr2.name, tr2.rate, tr2.type, tr1.priority FROM oc_tax_rule tr1 LEFT JOIN oc_tax_rate tr2 ON (tr1.tax_rate_id = tr2.tax_rate_id) INNER JOIN oc_tax_rate_to_customer_group tr2cg ON (tr2.tax_rate_id = tr2cg.tax_rate_id) LEFT JOIN oc_zone_to_geo_zone z2gz ON (tr2.geo_zone_id = z2gz.geo_zone_id) LEFT JOIN oc_geo_zone gz ON (tr2.geo_zone_id = gz.geo_zone_id) WHERE tr1.based = 'payment' AND tr2cg.customer_group_id = '1' AND z2gz.country_id = '81' AND (z2gz.zone_id = '0' OR z2gz.zone_id = '1256') ORDER BY tr1.priority ASC
		 1882 Query	SELECT tr1.tax_class_id, tr2.tax_rate_id, tr2.name, tr2.rate, tr2.type, tr1.priority FROM oc_tax_rule tr1 LEFT JOIN oc_tax_rate tr2 ON (tr1.tax_rate_id = tr2.tax_rate_id) INNER JOIN oc_tax_rate_to_customer_group tr2cg ON (tr2.tax_rate_id = tr2cg.tax_rate_id) LEFT JOIN oc_zone_to_geo_zone z2gz ON (tr2.geo_zone_id = z2gz.geo_zone_id) LEFT JOIN oc_geo_zone gz ON (tr2.geo_zone_id = gz.geo_zone_id) WHERE tr1.based = 'store' AND tr2cg.customer_group_id = '1' AND z2gz.country_id = '222' AND (z2gz.zone_id = '0' OR z2gz.zone_id = '3563') ORDER BY tr1.priority ASC
		 1882 Query	SELECT * FROM oc_weight_class wc LEFT JOIN oc_weight_class_description wcd ON (wc.weight_class_id = wcd.weight_class_id) WHERE wcd.language_id = '1'
		 1882 Query	SELECT * FROM oc_length_class mc LEFT JOIN oc_length_class_description mcd ON (mc.length_class_id = mcd.length_class_id) WHERE mcd.language_id = '1'
